parent_id,method,matrix_count,direction_repeat,training_repeat,status,parameter_success,output_l1_error,coefficient_l1_norm,joint_parameter_error,angular_gaussian_nmse,logical_learning_queries,minimum_hidden_weight,run_id
T512_seed0,random_64_gaussian_ols,12,0,3,complete,False,0.2207708085915172,0.9315179806253504,0.2207708085915172,0.009650622434940402,31193041414,-0.03988677821766305,T512_seed0_repeat0_M12_random_64_OLS3
T512_seed0,random_64_gaussian_ols_abs,12,0,3,complete,False,0.16253761062063915,1.0235428521036556,0.16253761062063915,0.009670187839404081,31193041414,0.03693994725092353,T512_seed0_repeat0_M12_random_64_OLS3_abs
T512_seed0,random_64_gaussian_ols,12,1,3,complete,False,0.21660189473193303,0.9322759576452846,0.21660189473193303,0.0096493379020768,31193041414,-0.04034019150144781,T512_seed0_repeat1_M12_random_64_OLS3
T512_seed0,random_64_gaussian_ols_abs,12,1,3,complete,False,0.15956651696693447,1.0254744778433749,0.15956651696693447,0.009669154974357627,31193041414,0.03732851279242636,T512_seed0_repeat1_M12_random_64_OLS3_abs
T512_seed0,random_64_gaussian_ols,12,2,3,complete,False,0.2136248243099157,0.9332278711788067,0.2136248243099157,0.00964997748478722,31193041414,-0.03786562740517666,T512_seed0_repeat2_M12_random_64_OLS3
T512_seed0,random_64_gaussian_ols_abs,12,2,3,complete,False,0.15849709584900618,1.0212658777065349,0.15849709584900618,0.009668582194430456,31193041414,0.03519989517442458,T512_seed0_repeat2_M12_random_64_OLS3_abs
T512_seed0,random_64_gaussian_ols,12,3,3,complete,False,0.207061347389412,0.9342518584751038,0.207061347389412,0.00964717629761903,31193041414,-0.04004412607853327,T512_seed0_repeat3_M12_random_64_OLS3
T512_seed0,random_64_gaussian_ols_abs,12,3,3,complete,False,0.15335281235617398,1.0273063732317325,0.15335281235617398,0.00966690726495484,31193041414,0.03707486494604522,T512_seed0_repeat3_M12_random_64_OLS3_abs
T512_seed0,random_64_gaussian_ols,12,4,3,complete,False,0.21289011430974109,0.9328805767523201,0.21289011430974109,0.009648398549086976,31193041414,-0.03909602145748355,T512_seed0_repeat4_M12_random_64_OLS3
T512_seed0,random_64_gaussian_ols_abs,12,4,3,complete,False,0.15487370596291006,1.0232062514990254,0.15487370596291006,0.009667582283461588,31193041414,0.03626072156105395,T512_seed0_repeat4_M12_random_64_OLS3_abs
T512_seed0,random_64_gaussian_ols,12,0,4,complete,False,0.16505405847251486,0.9721679275501778,0.16505405847251486,0.008240056954443555,31193041414,-0.03988677821766305,T512_seed0_repeat0_M12_random_64_OLS4
